firm,cik,phone,leads,title,money_raised
"Dorchester Adjacent Opportunities, L.P.",0002093671,310-402-5084,"[{'name': '(none) Dorchester Credit Secondaries VI GP, LLC', 'role': 'Executive Officer', 'cik': '0002093671'}, {'name': 'Mark Zucker', 'role': 'Executive Officer', 'cik': '0002093671'}, {'name': 'Rob Johnson', 'role': 'Executive Officer', 'cik': '0002093671'}, {'name': 'Harry Garcia', 'role': 'Executive Officer', 'cik': '0002093671'}, {'name': 'Bryan Scordamaglia', 'role': 'Executive Officer', 'cik': '0002093671'}]",Executive Officer,0
Morning Line Racing LLC Series BYBRN,0002093685,6303959496,"[{'name': 'Joel Funk', 'role': 'Executive Officer', 'cik': '0002093685'}]",Executive Officer,4363
"Upper90 Octane Equity SPV III, LLC",0002093694,6467174627,"[{'name': 'Upper90 Capital Management LP -', 'role': 'Promoter', 'cik': '0002093694'}, {'name': 'William Libby', 'role': 'Executive Officer', 'cik': '0002093694'}, {'name': 'Upper90 Partners Equity SPV GP V, LLC -', 'role': 'Director', 'cik': '0002093694'}]",Director,4050000
"Blue Metric Group Fund, LP, Project Echo Portfolio",0002093796,615-540-9860,"[{'name': 'John Cascarano', 'role': 'Executive Officer', 'cik': '0002093796'}, {'name': 'Zackry Cooper', 'role': 'Promoter', 'cik': '0002093796'}, {'name': 'Jeff Anzalone', 'role': 'Promoter', 'cik': '0002093796'}]",Promoter,6150000
"Blue Metric Group Fund, LP, RV Fund II",0002093810,6155409860,"[{'name': 'John Cascarano', 'role': 'Executive Officer', 'cik': '0002093810'}, {'name': 'Jeff Anzalone', 'role': 'Promoter', 'cik': '0002093810'}, {'name': 'Zackry Cooper', 'role': 'Promoter', 'cik': '0002093810'}]",Promoter,8651000
"Oriane, Inc.",0002093812,(251) 220-0534,"[{'name': 'Julien Rosilio', 'role': 'Executive Officer', 'cik': '0002093812'}, {'name': 'Yuri Mihaileanu', 'role': 'Director', 'cik': '0002093812'}, {'name': 'Lucas Mesquita', 'role': 'Director', 'cik': '0002093812'}]",Director,1534999
Temerity Strategic Partners II LP,0002093858,312.971.9855,"[{'name': 'N/A TSP II GP LLC', 'role': 'Executive Officer', 'cik': '0002093858'}]",Executive Officer,112750000
"AKRE-Sunwest Archer, LLC",0002094055,(203) 241-5060,"[{'name': 'AKRE-Sunwest Archer Manager, LLC', 'role': 'Executive Officer', 'cik': '0002094055'}, {'name': 'AKRE Partners, LLC', 'role': 'Executive Officer', 'cik': '0002094055'}, {'name': 'Henry Ashforth IV', 'role': 'Executive Officer', 'cik': '0002094055'}, {'name': 'Nadav Kariv', 'role': 'Executive Officer', 'cik': '0002094055'}, {'name': 'SREG Manager LLC', 'role': 'Executive Officer', 'cik': '0002094055'}, {'name': 'Marc Grossfeld', 'role': 'Executive Officer', 'cik': '0002094055'}]",Executive Officer,1787500
"HbA1c, LP",0002094213,310-415-9251,"[{'name': 'Bryan Johnson', 'role': 'Executive Officer', 'cik': '0002094213'}, {'name': 'Jason Johnson', 'role': 'Executive Officer', 'cik': '0002094213'}]",Executive Officer,4800000
GCM Global Fixed Income Alpha US Feeder Fund,0002094246,65 60378912,"[{'name': '- Gembridge Capital Management Pte. Ltd.', 'role': 'Executive Officer', 'cik': '0002094246'}, {'name': 'Beng Wee How', 'role': 'Director', 'cik': '0002094246'}, {'name': 'Alan Kelly', 'role': 'Director', 'cik': '0002094246'}, {'name': 'Winnie Hon', 'role': 'Director', 'cik': '0002094246'}, {'name': 'Johnson Cheung', 'role': 'Executive Officer', 'cik': '0002094246'}]",Executive Officer,1500000
"Bidwell Capital Oil Fund VI, Limited Partnership",0002094305,9724608353,"[{'name': 'LLC Bidwell Capital Fund GP', 'role': 'Executive Officer', 'cik': '0002094305'}]",Executive Officer,0
"East Carroll Holdings, LLC",0002094333,9724608353,"[{'name': 'LLC East Carroll Holdings MGR', 'role': 'Executive Officer', 'cik': '0002094333'}]",Executive Officer,0
"Cardinal Legacy, LLC",0002094350,(650) 440-0075,"[{'name': 'Marlon Evans', 'role': 'Director', 'cik': '0002094350'}, {'name': 'Kit Rodgers', 'role': 'Director', 'cik': '0002094350'}]",Director,375000
"Persistent Trading US Feeder Fund, LP",0002094375,203-434-3843,"[{'name': 'Glenn Rosenberg', 'role': 'Executive Officer', 'cik': '0002094375'}, {'name': 'Julian Marchese', 'role': 'Executive Officer', 'cik': '0002094375'}]",Executive Officer,0
"Blue Metric Group Fund, LP, Blue Capital Holdings Fund, A Series of Blue Metric Group Fund, LP",0002094422,615-540-9860,"[{'name': 'John Cascarano', 'role': 'Executive Officer', 'cik': '0002094422'}, {'name': 'Richard Turasky Jr', 'role': 'Promoter', 'cik': '0002094422'}]",Promoter,4921498
"SEP Digital Infrastructure Yield Fund IV, LP",0002094427,713-221-3751,"[{'name': 'N/A SEP Digital Infrastructure Yield Fund IV GP, LLC', 'role': 'Executive Officer', 'cik': '0002094427'}, {'name': 'William Junell', 'role': 'Executive Officer', 'cik': '0002094427'}]",Executive Officer,26385000
"Jawa Ventures, Inc.",0002094437,510-647-6979,"[{'name': 'Amanda Fried', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Andrew Wan', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Chris Erickson', 'role': 'Director', 'cik': '0002094437'}, {'name': 'Matt Cavnar', 'role': 'Promoter', 'cik': '0002094437'}, {'name': 'David Birnbaum', 'role': 'Promoter', 'cik': '0002094437'}]",Promoter,2050000
"Jawa Ventures, Inc.",0002094437,510-647-6979,"[{'name': 'Amanada Fried', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Andrew Wan', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Chris Erickson', 'role': 'Director', 'cik': '0002094437'}, {'name': 'Matt Cavnar', 'role': 'Promoter', 'cik': '0002094437'}, {'name': 'David Birnbaum', 'role': 'Promoter', 'cik': '0002094437'}]",Promoter,550000
"Jawa Ventures, Inc.",0002094437,510-647-6979,"[{'name': 'Amanda Fried', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Andrew Wan', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Chris Erickson', 'role': 'Director', 'cik': '0002094437'}, {'name': 'Matt Cavnar', 'role': 'Promoter', 'cik': '0002094437'}, {'name': 'David Birnbaum', 'role': 'Promoter', 'cik': '0002094437'}]",Promoter,3609999
"Jawa Ventures, Inc.",0002094437,510-647-6979,"[{'name': 'Amanda Fried', 'role': 'Executive Officer', 'cik': '0002094437'}, {'name': 'Andrew Wan', 'role': 'Director', 'cik': '0002094437'}, {'name': 'Matt Cavnar', 'role': 'Promoter', 'cik': '0002094437'}, {'name': 'David Birnbaum', 'role': 'Promoter', 'cik': '0002094437'}]",Promoter,225000
"CL TKVA ACCESS FUND, LLC",0002094438,2144846331,"[{'name': 'Rob Anderson', 'role': 'Executive Officer', 'cik': '0002094438'}]",Executive Officer,100000
Blackstone Global Credit Strategy Topco LP,0002094494,212-583-5000,"[{'name': 'n/a Blackstone Global Credit Strategy GP Limited', 'role': 'Promoter', 'cik': '0002094494'}, {'name': 'n/a Blackstone Private Credit Strategies LLC', 'role': 'Promoter', 'cik': '0002094494'}, {'name': 'Marisa Beeney', 'role': 'Executive Officer', 'cik': '0002094494'}, {'name': 'Heather von Zuben', 'role': 'Executive Officer', 'cik': '0002094494'}, {'name': 'Kevin Kresge', 'role': 'Executive Officer', 'cik': '0002094494'}, {'name': 'Sean Cort', 'role': 'Executive Officer', 'cik': '0002094494'}, {'name': 'Panayiota Bougiamas', 'role': 'Executive Officer', 'cik': '0002094494'}]",Executive Officer,0
Mainshares Syndicate I LLC - DOUGLAS (PROJECT PAINT),0002094521,(512) 881-5138,"[{'name': 'William Fry', 'role': 'Executive Officer', 'cik': '0002094521'}]",Executive Officer,575000
Mainshares Syndicate I LLC - PITTS (Project Memento),0002094523,(512) 881-5138,"[{'name': 'William Fry', 'role': 'Executive Officer', 'cik': '0002094523'}]",Executive Officer,300000
Tgthr.ai Inc.,0002094546,(302) 288-0670,"[{'name': 'Howard Altman', 'role': 'Executive Officer', 'cik': '0002094546'}, {'name': 'Anna Gertsberg', 'role': 'Executive Officer', 'cik': '0002094546'}, {'name': 'Victor Gatto', 'role': 'Director', 'cik': '0002094546'}]",Director,350000
UMEP Corp.,0002094628,9522588444,"[{'name': 'Kenneth Schultz', 'role': 'Executive Officer', 'cik': '0002094628'}]",Executive Officer,0
Dawson Portfolio Finance 7 LP,0002094661,(647) 925-1284,"[{'name': 'N/A Dawson Partners 7 GP Inc.', 'role': 'Promoter', 'cik': '0002094661'}, {'name': 'Yann Robard', 'role': 'Executive Officer', 'cik': '0002094661'}, {'name': 'N/A Dawson Partners Inc.', 'role': 'Promoter', 'cik': '0002094661'}]",Promoter,0
"214 Arroyo TH, LLC",0002094663,9724608353,"[{'name': 'LLC 214 TH Gp', 'role': 'Executive Officer', 'cik': '0002094663'}]",Executive Officer,0
"Pocket Cafe, Inc.",0002094705,415-971-0720,"[{'name': 'Hilary Coles', 'role': 'Executive Officer', 'cik': '0002094705'}, {'name': 'Emily Kereiakes', 'role': 'Executive Officer', 'cik': '0002094705'}]",Executive Officer,3500000
Faribault Real Estate LLC,0002094734,507-646-4020,"[{'name': 'Brett Reese', 'role': 'Executive Officer', 'cik': '0002094734'}]",Executive Officer,0
TAL China A Long Only Fund,0002094790,852-3906-2600,"[{'name': 'Lan Xue', 'role': 'Director', 'cik': '0002094790'}, {'name': 'Lillian Pang', 'role': 'Director', 'cik': '0002094790'}, {'name': 'Lynden John', 'role': 'Director', 'cik': '0002094790'}, {'name': 'n/a Trivest Advisors Ltd', 'role': 'Promoter', 'cik': '0002094790'}]",Promoter,35100000
"OIC Credit Income Fund I, L.P.",0002094862,212-292-0345,"[{'name': 'N/A OIC Credit Income Fund I GP, L.P.', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'N/A OIC Credit Income Fund I Holdings, LLC', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'Nazar Massouh', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'Mark Friedland', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'N/A OIC, L.P.', 'role': 'Promoter', 'cik': '0002094862'}]",Promoter,0
MONTICELLOAM FUNDING LLC SERIES SH-94,0002094878,646-844-3600,"[{'name': 'N/A Park Collins Manager LLC', 'role': 'Director', 'cik': '0002094878'}, {'name': 'Alan Litt', 'role': 'Executive Officer', 'cik': '0002094878'}, {'name': 'Thomas Lally', 'role': 'Executive Officer', 'cik': '0002094878'}, {'name': 'Jonathan Litt', 'role': 'Executive Officer', 'cik': '0002094878'}]",Executive Officer,40300000
Bays Acquisition Inc.,0002094884,(516) 375-9700,"[{'name': 'Steven Bayern', 'role': 'Executive Officer', 'cik': '0002094884'}]",Executive Officer,2000000
"OIC Credit Income Fund I, L.P.",0002094862,212-292-0345,"[{'name': 'N/A OIC Credit Income Fund I GP, L.P.', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'N/A OIC Credit Income Fund I Holdings, LLC', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'Nazar Massouh', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'Mark Friedland', 'role': 'Executive Officer', 'cik': '0002094862'}, {'name': 'N/A OIC, L.P.', 'role': 'Promoter', 'cik': '0002094862'}]",Promoter,0
NOVA BOULDERS LLC,0002094909,415-730-8272,"[{'name': 'MAGGIE YEUNG', 'role': 'Executive Officer', 'cik': '0002094909'}, {'name': 'NILO BATLE', 'role': 'Executive Officer', 'cik': '0002094909'}]",Executive Officer,1582001
"MPG West Chester Member, LLC",0002094945,267-513-1979,"[{'name': 'MPG West Chester Manager, LLC', 'role': 'Director', 'cik': '0002094945'}, {'name': 'Stephen Carpey', 'role': 'Executive Officer', 'cik': '0002094945'}, {'name': 'Jeffrey Goldstein', 'role': 'Executive Officer', 'cik': '0002094945'}]",Executive Officer,2600000
Ares Credit Acquisition Fund 10 Stellar LP,0002095005,860.651.9760,"[{'name': '[none] Ares Credit Secondaries Management LP', 'role': 'Executive Officer', 'cik': '0002095005'}, {'name': 'Matthew Jill', 'role': 'Executive Officer', 'cik': '0002095005'}, {'name': 'Dave Schwartz', 'role': 'Executive Officer', 'cik': '0002095005'}]",Executive Officer,38836399
Lakeville Townhomes LLC,0002095020,717-278-2456,"[{'name': 'David Zook', 'role': 'Executive Officer', 'cik': '0002095020'}, {'name': 'Justin Richards', 'role': 'Executive Officer', 'cik': '0002095020'}, {'name': 'David shores', 'role': 'Executive Officer', 'cik': '0002095020'}]",Executive Officer,0
Sunbelt Opportunity Fund 1 Limited Partnership,0002095040,214-727-8643,"[{'name': 'Mohammad Khan', 'role': 'Executive Officer', 'cik': '0002095040'}]",Executive Officer,0
Future Fund One LLC,0002095044,615-429-1929,"[{'name': 'Tillman Holloway', 'role': 'Executive Officer', 'cik': '0002095044'}, {'name': 'Don Holloway', 'role': 'Executive Officer', 'cik': '0002095044'}, {'name': 'Eric Novakovich', 'role': 'Executive Officer', 'cik': '0002095044'}, {'name': 'Justin novakovich', 'role': 'Executive Officer', 'cik': '0002095044'}]",Executive Officer,0
"Castle Rock Franchise Capital, LLP",0002095054,904-506-0006,"[{'name': 'Christopher Stolzman', 'role': 'Executive Officer', 'cik': '0002095054'}]",Executive Officer,460000
Big Sky Capital LLC,0002095071,336-947-9826,"[{'name': 'NICOLE LATHAN', 'role': 'Executive Officer', 'cik': '0002095071'}, {'name': 'DANILO PEREZ', 'role': 'Executive Officer', 'cik': '0002095071'}]",Executive Officer,0
"Borges Capital, LLC",0002095204,602-326-8397,"[{'name': 'Stephen Borges', 'role': 'Executive Officer', 'cik': '0002095204'}]",Executive Officer,425000
CaliberMind 11F3 Series B II a Series of Denver Angels LLC,0002095222,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002095222'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002095222'}]",Executive Officer,183900
DPV Splash I a Series of DataPower Capital Partners LLC,0002095223,(360) 946-0604,"[{'name': 'LLC Sydecar', 'role': 'Director', 'cik': '0002095223'}, {'name': 'Brett Sagan', 'role': 'Executive Officer', 'cik': '0002095223'}]",Executive Officer,185000
"WANICS CAPITAL FUND I, LP",0002095280,(425) 233-4908,"[{'name': 'Tianran Li', 'role': 'Executive Officer', 'cik': '0002095280'}]",Executive Officer,0
PM Technologies Corp,0002095288,9494021421,"[{'name': 'Trey Benedict', 'role': 'Executive Officer', 'cik': '0002095288'}, {'name': 'David Gordillo', 'role': 'Executive Officer', 'cik': '0002095288'}, {'name': 'Josh Kaplan', 'role': 'Director', 'cik': '0002095288'}, {'name': 'Olivia Moore', 'role': 'Director', 'cik': '0002095288'}]",Director,15551001
"Okeanos Peak Fund, LP",0002095289,7039290784,"[{'name': 'N/A Okeanos Venture Management LLC', 'role': 'Promoter', 'cik': '0002095289'}, {'name': 'Aaron Berkey', 'role': 'Director', 'cik': '0002095289'}, {'name': 'Jason Parikh', 'role': 'Director', 'cik': '0002095289'}, {'name': 'n/a Okeanos Peak Fund GP, LLC', 'role': 'Director', 'cik': '0002095289'}, {'name': 'Kimberly Zeisemer', 'role': 'Director', 'cik': '0002095289'}]",Director,5217855
"HII PsiQuantum Series II, a Series of HII PsiQuantum, LLC",0002095295,6502206978,"[{'name': 'Manasi Vydyanath', 'role': 'Executive Officer', 'cik': '0002095295'}]",Executive Officer,1500000
"HII Shield AI Series I, a Series of HII Shield AI, LLC",0002095296,6502206978,"[{'name': 'Manasi Vydyanath', 'role': 'Executive Officer', 'cik': '0002095296'}]",Executive Officer,2433999
Digital LinkBridge CO,0002095312,647-947-0519,"[{'name': 'PHILIP KIDD', 'role': 'Director', 'cik': '0002095312'}]",Director,0
"Whitestown Industrial Holdings Building 7, L.L.C.",0002095318,317-819-1881,"[{'name': '. SCP Whitestown III, L.L.C.', 'role': 'Executive Officer', 'cik': '0002095318'}, {'name': 'Richard Horn', 'role': 'Director', 'cik': '0002095318'}]",Director,9983180
"Securitize AAA CLO Tokenized Fund, Ltd.",0002095325,415-745-3030,"[{'name': 'Jose Flores', 'role': 'Director', 'cik': '0002095325'}]",Director,5000000
"Mellivor.AI, Inc.",0002095329,781-492-0134,"[{'name': 'Alexander Resnick', 'role': 'Executive Officer', 'cik': '0002095329'}]",Executive Officer,85000
DDAT Holdings Inc.,0002095331,727-649-1677,"[{'name': 'Olga Krynina', 'role': 'Executive Officer', 'cik': '0002095331'}]",Executive Officer,350000
V360 Holdings LLC Series Cistern Trip Fusion,0002095343,646-719-8738,"[{'name': 'Nate Kline', 'role': 'Promoter', 'cik': '0002095343'}]",Promoter,0
"V360 Holdings LLC Series Ohio State Early Investor Network 2025, LLC - Five Star Fans",0002095350,6145074403,"[{'name': 'Mandy Mallott', 'role': 'Promoter', 'cik': '0002095350'}]",Promoter,0
V360 Holdings LLC Series Ohio State Early Investor Network 2025 - Coologics,0002095359,6145074403,"[{'name': 'Mandy Mallott', 'role': 'Promoter', 'cik': '0002095359'}]",Promoter,0
"AREC Debt Fund II, LP / DE",0002095361,451-561-0600,"[{'name': 'Anthony Avila', 'role': 'Executive Officer', 'cik': '0002095361'}, {'name': 'Oscar Vasquez', 'role': 'Executive Officer', 'cik': '0002095361'}, {'name': 'n/a AREC Debt Fund II GP, LLC', 'role': 'Executive Officer', 'cik': '0002095361'}]",Executive Officer,0
"MRES Collection at Gretna Landing Holdings, LLC",0002095389,402-952-4585,"[{'name': 'MRES Manager V, LLC', 'role': 'Director', 'cik': '0002095389'}, {'name': 'Adam Kirshenbaum', 'role': 'Executive Officer', 'cik': '0002095389'}, {'name': 'Jasin Alfaro', 'role': 'Executive Officer', 'cik': '0002095389'}]",Executive Officer,12257910
Arenova Fiber Platform LP,0002095391,(817) 504-3995,"[{'name': 'David Li', 'role': 'Executive Officer', 'cik': '0002095391'}]",Executive Officer,0
Metric Ventures LLC,0002095404,404-846-2560,"[{'name': 'Grella Management LLC', 'role': 'Director', 'cik': '0002095404'}, {'name': 'Jack Grella', 'role': 'Executive Officer', 'cik': '0002095404'}]",Executive Officer,1550000
Trez Capital U.S. Real Estate Debt Fund #2 LP,0002095407,604-689-0821,"[{'name': 'N/A Trez Capital U.S. Real Estate Debt Fund #2 GP LLC', 'role': 'Director', 'cik': '0002095407'}, {'name': 'John Hutchinson', 'role': 'Executive Officer', 'cik': '0002095407'}, {'name': 'Darren Esser', 'role': 'Executive Officer', 'cik': '0002095407'}, {'name': 'Alec Barry', 'role': 'Executive Officer', 'cik': '0002095407'}]",Executive Officer,9855000
Morning Line Racing LLC,0002095412,6303959496,"[{'name': 'Joel Funk', 'role': 'Executive Officer', 'cik': '0002095412'}]",Executive Officer,80000
"Richmond Title Ventures, LLC",0002095414,(804) 282-5910,"[{'name': 'Kyle Holloran', 'role': 'Director', 'cik': '0002095414'}]",Director,0
"QC Car Wash Fund III, LLC",0002095416,704-557-6070,"[{'name': 'Chris Salerno', 'role': 'Director', 'cik': '0002095416'}]",Director,50000000
Vanamor North Main Village Investments L.P.,0002095419,949-697-1108,"[{'name': 'Robert Larsen', 'role': 'Executive Officer', 'cik': '0002095419'}]",Executive Officer,2665000
Seven Rising Suns Centerville LLC,0002095427,312-399-4746,"[{'name': 'Stacey Ishman', 'role': 'Executive Officer', 'cik': '0002095427'}]",Executive Officer,0
"Wealthplan Income Fund I, LP",0002095428,212-658-0386,"[{'name': 'n/a Opto Series GP LLC - A', 'role': 'Executive Officer', 'cik': '0002095428'}, {'name': 'n/a Opto Investment Management, LLC', 'role': 'Executive Officer', 'cik': '0002095428'}]",Executive Officer,0
Flex Lending 8 LLC,0002095464,9045666400,"[{'name': 'Alexander Sifakis', 'role': 'Executive Officer', 'cik': '0002095464'}, {'name': 'Adam Eiseman', 'role': 'Executive Officer', 'cik': '0002095464'}, {'name': 'Adam Rigel', 'role': 'Executive Officer', 'cik': '0002095464'}, {'name': 'Gregory Cohen', 'role': 'Executive Officer', 'cik': '0002095464'}]",Executive Officer,9000827
